31,72
37,83
0,42
24,72
24,73
0,20
0,42
20,63
16,67
0,41
10,52
25,66
0,15
5,58
0,34
16,67
0,30
17,57
41,83
0,39
39,83
23,61
0,31
24,67
30,67
0,41
20,58
18,75
30,74
8,50
15,64
1,47
0,44
8,56
27,60
0,14
0,16
0,62
0,45
11,51
20,62
59,100
9,48
44,83
5,45
0,32
66,100
13,58
13,62
8,64
11,49
22,61
0,16
20,69
32,76
27,69
42,82
8,55
0,38
38,86
6,66
38,84
0,25
0,39
0,29
35,69
0,28
20,59
17,55
0,41
28,69
45,95
19,60
70,100
20,69
6,46
17,60
23,64
39,81
6,51
0,39
41,88
32,69
0,39
24,65
0,34
8,53
0,25
13,57
0,30
0,50
7,46
17,59
0,36
34,80
36,77
8,63
27,67
24,64
7,51
34,80
28,67
12,48
16,54
0,36
0,9
24,68
34,75
2,59
4,49
5,46
24,66
29,75
30,70
14,68
0,37
17,62
19,64
2,36
0,44
0,40
0,30
12,53
55,89
4,0
10,56
0,35
40,82
6,47
15,56
41,83
20,62
31,69
24,65
14,58
31,70
0,26
25,64
25,74
0,37
0,36
26,77
0,41
0,42
23,65
0,25
39,75
21,58
13,54
0,21
39,78
3,43
0,14
34,68
6,48
29,72
29,75
4,43
4,61
0,25
11,61
0,41
42,95
28,74
0,40
20,63
26,64
27,73
32,79
0,52
33,77
13,59
21,71
0,31
0,47
60,100
27,76
36,75
27,68
12,58
9,62
34,74
6,55
33,76
11,60
27,69
0,38
30,80
0,22
1,46
0,16
0,38
5,54
21,63
0,49
0,52
11,66
0,32
24,68
30,69
39,77
5,53
0,25
0,35
37,76
0,36
22,64
6,53
33,74
0,31
0,20
0,42
0,24
19,66
35,77
1,40
29,73
0,31
2,49
23,66
30,73
0,45
24,70
33,77
4,49
35,80
26,67
28,69
33,70
9,67
16,60
23,68
0,36
11,53
0,33
0,31
23,67
4,44
65,99
48,98
55,100
13,54
22,73
0,44
13,71
42,86
23,71
5,46
21,66
12,54
26,70
52,87
67,100
0,34
36,73
26,67
15,61
0,35
0,33
34,79
22,61
50,94
0,35
15,61
16,61
7,55
24,74
0,42
0,37
0,18
0,51
0,35
23,72
0,25
30,70
26,66
1,50
36,90
15,54
0,33
27,69
59,99
33,74
11,45
36,81
34,77
0,36
25,68
0,41
0,50
13,49
0,47
2,48
0,27
0,26
28,60
20,62
30,70
26,66
21,62
5,45
0,33
32,75
0,37
17,60
2,46
7,48
25,65
22,66
30,74
27,62
59,90
15,63
7,46
28,71
0,42
8,61
29,73
17,70
24,71
6,50
9,50
42,92
16,61
28,82
63,100
0,21
19,62
49,90
1,49
0,33
1,41
0,40
4,40
0,35
20,70
3,55
44,78
0,44
0,27
0,49
38,75
1,49
37,85
0,27
0,40
79,100
26,69
6,50
29,74
42,83
34,73
17,63
0,36
33,69
0,14
4,45
19,61
26,68
33,72
20,64
18,65
0,34
7,51
31,65
17,52
52,88
35,71
10,66
24,70
49,92
0,28
0,27
24,69
41,82
3,47
62,98
21,70
0,26
21,77
2,60
0,22
0,40
10,55
1,44
49,86
11,56
23,74
27,70
37,80
11,53
19,65
10,59
36,78
13,58
0,10
0,24
2,43
0,44
0,25
36,70
17,58
37,79
14,61
1,48
18,58
41,84
13,59
34,67
0,26
10,59
20,63
57,99
10,55
21,65
0,47
0,43
7,58
37,80
13,60
0,37
0,48
15,64
15,49
7,35
14,59
27,66
0,39
14,61
14,67
35,75
0,40
34,73
0,36
20,65
0,30
41,83
46,93
0,48
23,66
31,71
6,59
0,21
0,39
20,67
26,69
0,36
40,81
34,75
36,75
0,37
17,66
39,77
44,76
0,44
29,75
32,70
20,65
25,69
0,40
23,70
20,65
21,62
14,60
14,57
20,61
28,76
11,51
0,49
24,75
30,74
0,27
0,32
14,61
67,99
0,28
39,85
42,91
0,37
23,64
14,62
20,63
43,88
28,67
12,62
10,59
30,71
0,54
16,60
40,78
32,69
49,92
0,28
13,52
57,95
15,61
9,57
30,70
0,39
26,65
24,69
21,68
0,31
22,64
39,78
0,44
15,55
25,64
0,43
0,30
0,55
14,59
0,38
0,30
0,41
0,23
0,38
13,60
29,72
32,69
37,76
0,38
0,36
0,43
4,44
0,35
17,60
39,79
23,68
16,64
0,35
8,50
9,56
21,65
10,61
12,55
0,44
0,18
33,75
29,80
30,63
12,53
17,61
34,73
26,71
9,68
0,25
0,27
0,42
28,69
0,18
0,38
0,11
5,53
34,74
2,50
0,33
36,76
20,62
0,46
16,55
33,70
40,85
12,51
27,74
35,76
25,61
0,39
9,60
10,57
0,21
10,56
0,21
21,67
0,43
0,27
14,58
16,55
35,68
0,38
0,45
31,69
32,77
28,65
10,51
13,57
15,60
17,59
22,73
18,60
0,31
0,25
11,58
0,50
12,57
4,55
27,71
0,17
26,70
0,24
12,56
16,64
0,32
44,81
0,37
29,69
41,84
32,74
0,27
11,63
62,98
0,43
0,20
35,78
37,84
26,71
7,49
34,78
44,81
35,70
7,52
0,15
30,69
44,91
0,40
33,76
3,50
25,68
20,61
0,32
42,84
2,54
27,68
23,65
13,56
4,42
15,55
15,58
4,50
0,46
49,97
8,50
21,60
18,61
0,37
0,28
2,47
1,43
7,48
0,30
20,62
19,59
8,46
28,67
25,65
23,65
10,52
37,76
0,47
0,27
0,45
36,78
2,47
0,25
0,44
0,27
20,62
42,84
20,74
47,90
0,22
0,43
0,20
25,70
0,29
42,88
12,55
0,42
18,60
0,41
10,57
17,57
0,39
49,91
50,85
35,77
0,48
16,61
41,74
11,54
0,25
16,61
72,100
0,20
53,90
53,86
18,64
22,63
55,92
5,54
0,25
24,64
67,100
39,85
1,43
34,71
20,60
38,80
0,28
21,63
33,69
49,84
3,56
17,62
0,39
0,35
4,47
64,100
0,45
0,14
42,86
13,64
83,100
51,89
24,70
0,34
0,42
41,80
2,42
10,55
19,67
26,67
0,41
58,92
28,71
21,66
9,51
8,47
7,52
54,91
16,60
0,42
0,49
22,72
16,58
13,53
0,28
32,76
39,84
0,41
14,57
13,56
38,76
46,81
30,71
17,58
35,74
21,63
15,63
8,55
25,70
0,10
0,8
0,39
72,100
2,48
22,66
72,100
10,48
0,25
3,44
1,43
56,92
35,70
0,33
0,38
5,49
0,37
0,40
39,74
28,68
36,75
2,49
56,93
0,37
65,100
19,57
21,63
0,33
32,75
29,64
64,100
35,83
17,58
0,18
12,59
40,80
26,66
0,37
10,60
0,49
9,56
34,81
4,52
0,36
0,18
30,68
1,55
0,45
0,45
37,78
6,48
27,67
0,51
16,61
0,28
0,39
0,51
37,82
5,41
9,55
28,66
43,90
24,65
42,90
0,50
0,45
27,69
0,19
20,68
17,58
40,79
0,38
9,65
40,86
0,35
5,47
0,47
29,70
0,35
20,65
14,52
35,79
0,49
52,88
62,93
68,100
23,65
15,61
13,59
0,34
35,78
0,38
7,51
34,73
38,85
73,100
17,63
11,63
0,43
44,89
33,89
0,43
21,65
41,86
0,47
17,60
0,47
0,4
31,68
7,47
30,73
9,48
30,77
29,70
59,92
41,78
0,34
4,55
0,25
0,33
53,87
17,58
32,75
86,100
34,72
0,30
11,59
14,60
17,59
0,14
41,89
0,32
0,48
16,63
75,100
48,82
37,80
2,46
0,17
8,51
0,38
23,68
9,60
15,56
0,43
6,56
21,62
27,70
19,60
19,63
31,69
31,72
37,80
5,43
36,82
30,69
28,74
6,42
20,62
78,100
21,60
0,40
18,56
5,46
0,38
8,58
32,74
10,61
26,74
0,33
5,48
0,35
18,62
24,71
35,73
11,58
54,91
18,62
32,72
0,46
14,52
8,54
7,54
24,67
30,69
0,11
26,66
0,47
0,45
69,100
7,50
9,49
34,73
10,52
27,70
68,99
0,42
16,58
44,90
29,71
11,53
0,35
0,30
20,61
2,37
31,73
0,45
32,68
19,60
63,97
40,85
39,89
0,42
31,74
30,77
5,54
0,41
30,69
25,67
28,73
20,61
17,56
0,43
34,75
0,41
0,44
0,30
23,68
21,64
11,52
7,50
1,45
39,79
23,61
75,100
65,100
100,99
80,100
78,100
77,100
53,100
100,90
62,100
71,100
72,100
69,100
73,100
100,89
87,100
57,100
72,100
99,100
82,100
94,100
85,100
79,100
85,100
100,92
91,100
50,91
85,100
97,100
78,100
66,100
81,100
72,100
69,100
69,100
66,100
80,100
65,100
60,100
68,100
84,100
58,100
82,100
100,94
71,100
66,100
99,100
85,100
91,100
94,100
92,100
73,100
70,100
75,100
88,100
77,100
96,100
86,100
67,99
71,100
67,100
68,100
93,100
70,100
77,100
81,100
83,100
82,100
100,94
73,100
57,100
76,100
85,100
100,98
74,100
74,100
66,100
93,100
72,100
76,100
75,100
87,100
84,100
66,100
81,100
95,100
62,100
77,100
78,100
78,100
86,100
91,100
65,100
69,100
77,100
73,100
83,100
71,100
65,100
94,100
74,100
67,100
99,100
70,100
75,100
67,100
86,100
71,100
94,100
87,100
68,100
75,100
73,100
70,100
77,100
93,100
69,100
75,100
57,100
53,100
80,100
98,100
71,100
90,100
85,100
63,100
87,100
89,100
76,100
84,100
82,100
61,94
100,94
75,100
80,100
97,100
73,100
81,100
80,100
99,100
73,100
84,100
64,100
63,100
98,100
71,100
62,100
95,100
79,100
99,100
100,82
86,100
77,100
77,100
100,100
77,100
96,100
87,100
100,94
97,100
87,100
77,100
64,100
70,100
71,100
88,100
76,100
95,100
100,98
83,100
74,100
80,100
66,100
83,100
88,100
83,100
57,100
89,100
100,100
57,100
99,100
88,100
95,100
60,100
68,100
87,100
77,100
75,100
78,100
71,100
68,100
68,100
89,100
71,100
79,100
79,100
94,100
88,100
71,100
68,100
93,100
67,100
73,100
77,100
72,100
80,100
78,100
91,100
73,100
85,100
56,100
91,100
78,100
62,98
85,100
100,98
93,100
71,100
55,100
88,100
76,100
77,100
100,98
97,100
71,100
87,100
77,100
69,100
69,100
76,100
87,100
100,92
94,100
87,100
97,100
73,100
58,96
76,100
79,100
79,100
86,100
91,100
81,100
80,100
72,100
95,100
96,100
83,100
81,100
100,99
100,80
100,86
88,100
91,100
78,100
82,100
79,100
85,100
83,100
74,100
100,92
75,100
77,100
76,100
77,100
78,100
96,100
95,100
63,100
70,100
77,100
63,100
70,100
100,88
72,100
100,98
85,100
88,100
68,100
81,100
82,100
90,100
84,100
